Voltage,Capacitance,ESR 20°C@120Hz,Case Size Diameter,Case Size Length,Dissipation Factor,Leakage Current,Part Number,Ripple Current,Surge Voltage
160,22,904.29,10,20,15,222.0,ESG226M160AH4(1),160,200
160,33,602.86,10,20,15,327.0,ESG336M160AH4(1),210,200
160,47,423.285,13,20,15,461.0,ESG476M160AL3(1),260,200
160,68,292.564,13,25,15,663.0,ESG686M160AL4(1),360,200
160,68,292.564,16,20,15,663.0,ESG686M160AM5(1),430,200
160,100,198.944,16,25,15,970.0,ESG107M160AM7(1),475,200
160,100,198.944,18,20,15,970.0,ESG107M160AN4(1),465,200
160,150,132.629,16,32,15,1450.0,ESG157M160AM2(1),650,200
160,150,132.629,18,25,15,1450.0,ESG157M160AN5(1),625,200
160,220,90.429,16,32,15,2122.0,ESG227M160AM2(1),750,200
160,220,90.429,18,25,15,2122.0,ESG227M160AN5(1),725,200
160,330,60.286,18,32,15,3178.0,ESG337M160AN1(1),960,200
200,10,1989.438,10,16,15,274.0,ESG106M200AH8(1),80,250
200,15,1326.292,10,16,15,274.0,ESG156M200AH8(1),100,250
200,22,904.29,10,20,15,274.0,ESG226M200AH4(1),160,250
200,33,602.86,10,20,15,406.0,ESG336M200AH4(1),160,250
200,33,602.86,13,20,15,406.0,ESG336M200AL3(1),210,250
200,47,423.285,13,20,15,574.0,ESG476M200AL3(1),260,250
200,68,292.564,13,25,15,826.0,ESG686M200AL4(1),360,250
200,68,292.564,16,20,15,826.0,ESG686M200AM5(1),430,250
200,100,198.944,16,25,15,1210.0,ESG107M200AM7(1),475,250
200,100,198.944,18,20,15,1210.0,ESG107M200AN4(1),465,250
200,150,132.629,18,25,15,1810.0,ESG157M200AN5(1),650,250
200,220,90.429,18,32,15,2650.0,ESG227M200AN1(1),780,250
250,10,1989.438,10,16,15,160.0,ESG106M250AH8(1),85,300
250,10,1989.438,10,25,15,160.0,ESG106M250AH5(1),145,300
250,10,1989.438,10,20,15,160.0,ESG106M250AH4(1),100,300
250,22,904.29,13,20,15,340.0,ESG226M250AL3(1),160,300
250,33,602.86,13,20,15,505.0,ESG336M250AL3(1),210,300
250,47,423.285,13,25,15,715.0,ESG476M250AL4(1),270,300
250,47,423.285,16,20,15,715.0,ESG476M250AM5(1),275,300
250,68,292.564,16,25,15,1030.0,ESG686M250AM7(1),380,300
250,68,292.564,18,20,15,1030.0,ESG686M250AN4(1),375,300
250,100,198.944,16,32,15,1510.0,ESG107M250AM2(1),520,300
250,100,198.944,18,25,15,1510.0,ESG107M250AN5(1),500,300
250,150,132.629,18,32,15,2260.0,ESG157M250AN1(1),650,300
250,220,90.429,18,40,15,3310.0,ESG227M250AN3(1),820,300
350,10,2652.585,10,20,20,220.0,ESG106M350AH4(1),100,400
350,22,1205.72,13,20,20,472.0,ESG226M350AL3(1),160,400
350,33,803.814,13,25,20,703.0,ESG336M350AL4(1),230,400
350,33,803.814,16,20,20,703.0,ESG336M350AM5(1),250,400
350,47,564.38,16,25,20,997.0,ESG476M350AM7(1),300,400
350,47,564.38,18,20,20,997.0,ESG476M350AN4(1),315,400
350,68,390.086,16,32,20,1438.0,ESG686M350AM2(1),400,400
350,68,390.086,18,25,20,1438.0,ESG686M350AN5(1),380,400
350,100,265.258,18,32,20,2110.0,ESG107M350AN1(1),530,400
400,4.7,6772.556,10,16,24,123.0,ESG475M400AH8(1),60,450
400,6.8,4681.032,10,16,24,123.0,ESG685M400AH8(1),72,450
400,10,3183.102,10,16,24,123.0,ESG106M400AH8(1),85,450
400,10,3183.102,10,20,24,250.0,ESG106M400AH4(1),100,450
400,22,1446.864,13,20,24,538.0,ESG226M400AL3(1),145,450
400,22,1446.864,13,25,24,538.0,ESG226M400AL4(1),170,450
400,22,1446.864,16,20,24,538.0,ESG226M400AM5(1),200,450
400,33,964.576,16,25,24,802.0,ESG336M400AM7(1),230,450
400,33,964.576,18,20,24,802.0,ESG336M400AN4(1),250,450
400,47,677.256,16,25,24,1138.0,ESG476M400AM7(1),255,450
400,47,677.256,16,32,24,1138.0,ESG476M400AM2(1),300,450
400,47,677.256,18,25,24,1138.0,ESG476M400AN5(1),325,450
400,68,468.103,16,30,24,1642.0,ESG686M400AM9(1),340,450
400,68,468.103,16,32,24,1642.0,ESG686M400AM2(1),350,450
400,68,468.103,18,36,24,1642.0,ESG686M400AN2(1),420,450
400,100,318.31,18,32,24,2410.0,ESG107M400AN1(1),465,450
400,100,318.31,18,40,24,2410.0,ESG107M400AN3(1),545,450
400,150,212.207,18,40,24,3610.0,ESG157M400AN3(1),525,450
400,150,212.207,22,40,24,3610.0,ESG157M400AQ4(1),650,450
450,3.3,9645.762,10,20,24,99.0,ESG335M450AH4(1),60,500
450,4.7,6772.556,13,20,24,137.0,ESG475M450AL3(1),80,500
450,6.8,4681.032,10,20,24,194.0,ESG685M450AH4(1),90,500
450,10,3183.102,13,20,24,280.0,ESG106M450AL3(1),110,500
450,10,3183.102,13,25,24,280.0,ESG106M450AL4(1),110,500
450,22,1446.864,13,20,24,604.0,ESG226M450AL3(1),145,500
450,22,1446.864,16,25,24,604.0,ESG226M450AM7(1),190,500
450,22,1446.864,18,20,24,604.0,ESG226M450AN4(1),200,500
450,33,964.576,16,25,24,901.0,ESG336M450AM7(1),235,500
450,33,964.576,16,32,24,901.0,ESG336M450AM2(1),275,500
450,33,964.576,18,25,24,901.0,ESG336M450AN5(1),280,500
450,47,677.256,16,26,24,1279.0,ESG476M450AM1(1),270,500
450,47,677.256,18,32,24,1279.0,ESG476M450AN1(1),340,500
450,68,468.103,18,25,24,1846.0,ESG686M450AN5(1),335,500
450,68,468.103,18,32,24,1846.0,ESG686M450AN1(1),395,500
450,68,468.103,18,40,24,1846.0,ESG686M450AN3(1),460,500
450,100,318.31,22,40,24,2710.0,ESG107M450AQ4(1),580,500
500,4.7,6772.556,10,20,24,151.0,ESG475M500AH4(1),70,550
500,6.8,4681.032,13,20,24,214.0,ESG685M500AL3(1),100,550
500,10,3183.102,13,25,24,310.0,ESG106M500AL4(1),130,550
500,22,1446.864,16,25,24,670.0,ESG226M500AM7(1),225,550
500,22,1446.864,18,20,24,670.0,ESG226M500AN4(1),220,550
500,33,964.576,16,32,24,1000.0,ESG336M500AM2(1),305,550
500,33,964.576,18,25,24,1000.0,ESG336M500AN5(1),295,550
500,47,677.256,16,36,24,1420.0,ESG476M500AM3(1),430,550
500,47,677.256,18,32,24,1420.0,ESG476M500AN1(1),435,550
500,68,468.103,18,32,24,2050.0,ESG686M500AN1(1),530,550
500,68,468.103,18,36,24,2050.0,ESG686M500AN2(1),555,550
500,82,388.183,18,40,24,2470.0,ESG826M500AN3(1),640,550
500,82,388.183,22,35,24,2470.0,ESG826M500AQ3(1),675,550
500,100,318.31,22,35,24,3010.0,ESG107M500AQ3(1),746,550
500,120,265.258,22,40,24,3610.0,ESG127M500AQ4(1),865,550
500,150,212.207,22,45,24,4510.0,ESG157M500AQ5(1),1020,550
